Train for 937 steps, validate for 117 steps
248/937 [======>.......................] - ETA: 9:48 - loss: 4.1866e-04 - accuracy: 0.9998For batch 248, loss is  0.0020.
249/937 [======>.......................] - ETA: 9:48 - loss: 4.2488e-04 - accuracy: 0.9998For batch 249, loss is  0.0054.
250/937 [=======>......................] - ETA: 9:47 - loss: 4.4462e-04 - accuracy: 0.9998For batch 250, loss is  0.0003.
251/937 [=======>......................] - ETA: 9:46 - loss: 4.4421e-04 - accuracy: 0.9998For batch 251, loss is  0.0002.
252/937 [=======>......................] - ETA: 9:45 - loss: 4.4338e-04 - accuracy: 0.9998For batch 252, loss is  0.0001.
253/937 [=======>......................] - ETA: 9:44 - loss: 4.4193e-04 - accuracy: 0.9998For batch 253, loss is  0.0003.
254/937 [=======>......................] - ETA: 9:43 - loss: 4.4147e-04 - accuracy: 0.9998For batch 254, loss is  0.0001.
255/937 [=======>......................] - ETA: 9:42 - loss: 4.4022e-04 - accuracy: 0.9998For batch 255, loss is  0.0015.
256/937 [=======>......................] - ETA: 9:42 - loss: 4.4424e-04 - accuracy: 0.9998For batch 256, loss is  0.0000.
257/937 [=======>......................] - ETA: 9:41 - loss: 4.4264e-04 - accuracy: 0.9998For batch 257, loss is  0.0000.
258/937 [=======>......................] - ETA: 9:40 - loss: 4.4101e-04 - accuracy: 0.9998For batch 258, loss is  0.0000.
259/937 [=======>......................] - ETA: 9:39 - loss: 4.3934e-04 - accuracy: 0.9998For batch 259, loss is  0.0001.
260/937 [=======>......................] - ETA: 9:38 - loss: 4.3792e-04 - accuracy: 0.9998For batch 260, loss is  0.0000.
261/937 [=======>......................] - ETA: 9:37 - loss: 4.3630e-04 - accuracy: 0.9998For batch 261, loss is  0.0001.
262/937 [=======>......................] - ETA: 9:36 - loss: 4.3493e-04 - accuracy: 0.9998For batch 262, loss is  0.0000.
263/937 [=======>......................] - ETA: 9:36 - loss: 4.3344e-04 - accuracy: 0.9998For batch 263, loss is  0.0000.
264/937 [=======>......................] - ETA: 9:35 - loss: 4.3190e-04 - accuracy: 0.9998For batch 264, loss is  0.0031.
265/937 [=======>......................] - ETA: 9:34 - loss: 4.4202e-04 - accuracy: 0.9998For batch 265, loss is  0.0001.
266/937 [=======>......................] - ETA: 9:33 - loss: 4.4056e-04 - accuracy: 0.9998For batch 266, loss is  0.0037.
267/937 [=======>......................] - ETA: 9:32 - loss: 4.5293e-04 - accuracy: 0.9998For batch 267, loss is  0.0025.
268/937 [=======>......................] - ETA: 9:31 - loss: 4.6048e-04 - accuracy: 0.9998For batch 268, loss is  0.0004.
269/937 [=======>......................] - ETA: 9:30 - loss: 4.6042e-04 - accuracy: 0.9998For batch 269, loss is  0.0003.
270/937 [=======>......................] - ETA: 9:30 - loss: 4.5999e-04 - accuracy: 0.9998For batch 270, loss is  0.0000.
271/937 [=======>......................] - ETA: 9:29 - loss: 4.5840e-04 - accuracy: 0.9998For batch 271, loss is  0.0000.
272/937 [=======>......................] - ETA: 9:28 - loss: 4.5687e-04 - accuracy: 0.9998For batch 272, loss is  0.0000.
273/937 [=======>......................] - ETA: 9:27 - loss: 4.5527e-04 - accuracy: 0.9998For batch 273, loss is  0.0026.
274/937 [=======>......................] - ETA: 9:26 - loss: 4.6301e-04 - accuracy: 0.9998For batch 274, loss is  0.0000.
275/937 [=======>......................] - ETA: 9:25 - loss: 4.6146e-04 - accuracy: 0.9998For batch 275, loss is  0.0002.
276/937 [=======>......................] - ETA: 9:24 - loss: 4.6048e-04 - accuracy: 0.9998For batch 276, loss is  0.0008.
277/937 [=======>......................] - ETA: 9:24 - loss: 4.6163e-04 - accuracy: 0.9998For batch 277, loss is  0.0000.
278/937 [=======>......................] - ETA: 9:23 - loss: 4.6009e-04 - accuracy: 0.9998For batch 278, loss is  0.0002.
279/937 [=======>......................] - ETA: 9:22 - loss: 4.5921e-04 - accuracy: 0.9998For batch 279, loss is  0.0002.
280/937 [=======>......................] - ETA: 9:21 - loss: 4.5834e-04 - accuracy: 0.9998For batch 280, loss is  0.0005.
281/937 [=======>......................] - ETA: 9:20 - loss: 4.5832e-04 - accuracy: 0.9998For batch 281, loss is  0.0000.
282/937 [========>.....................] - ETA: 9:19 - loss: 4.5678e-04 - accuracy: 0.9998For batch 282, loss is  0.0027.
283/937 [========>.....................] - ETA: 9:18 - loss: 4.6474e-04 - accuracy: 0.9998For batch 283, loss is  0.0001.
284/937 [========>.....................] - ETA: 9:18 - loss: 4.6332e-04 - accuracy: 0.9998For batch 284, loss is  0.0005.
285/937 [========>.....................] - ETA: 9:17 - loss: 4.6337e-04 - accuracy: 0.9998For batch 285, loss is  0.0002.
286/937 [========>.....................] - ETA: 9:16 - loss: 4.6258e-04 - accuracy: 0.9998For batch 286, loss is  0.0002.
287/937 [========>.....................] - ETA: 9:15 - loss: 4.6159e-04 - accuracy: 0.9998For batch 287, loss is  0.0014.
288/937 [========>.....................] - ETA: 9:14 - loss: 4.6475e-04 - accuracy: 0.9998For batch 288, loss is  0.0002.
289/937 [========>.....................] - ETA: 9:13 - loss: 4.6376e-04 - accuracy: 0.9998For batch 289, loss is  0.0000.
290/937 [========>.....................] - ETA: 9:12 - loss: 4.6227e-04 - accuracy: 0.9998For batch 290, loss is  0.0000.
291/937 [========>.....................] - ETA: 9:12 - loss: 4.6085e-04 - accuracy: 0.9998For batch 291, loss is  0.0000.
292/937 [========>.....................] - ETA: 9:11 - loss: 4.5933e-04 - accuracy: 0.9998For batch 292, loss is  0.0000.
293/937 [========>.....................] - ETA: 9:10 - loss: 4.5786e-04 - accuracy: 0.9998For batch 293, loss is  0.0000.
294/937 [========>.....................] - ETA: 9:09 - loss: 4.5635e-04 - accuracy: 0.9998For batch 294, loss is  0.0000.
295/937 [========>.....................] - ETA: 9:08 - loss: 4.5494e-04 - accuracy: 0.9998For batch 295, loss is  0.0004.
296/937 [========>.....................] - ETA: 9:07 - loss: 4.5467e-04 - accuracy: 0.9998For batch 296, loss is  0.0007.
297/937 [========>.....................] - ETA: 9:06 - loss: 4.5556e-04 - accuracy: 0.9998For batch 297, loss is  0.0001.
298/937 [========>.....................] - ETA: 9:05 - loss: 4.5420e-04 - accuracy: 0.9998For batch 298, loss is  0.0017.
299/937 [========>.....................] - ETA: 9:05 - loss: 4.5832e-04 - accuracy: 0.9998For batch 299, loss is  0.0000.
300/937 [========>.....................] - ETA: 9:04 - loss: 4.5691e-04 - accuracy: 0.9998For batch 300, loss is  0.0001.
301/937 [========>.....................] - ETA: 9:03 - loss: 4.5563e-04 - accuracy: 0.9998For batch 301, loss is  0.0000.
302/937 [========>.....................] - ETA: 9:02 - loss: 4.5414e-04 - accuracy: 0.9998For batch 302, loss is  0.0000.
303/937 [========>.....................] - ETA: 9:01 - loss: 4.5271e-04 - accuracy: 0.9998For batch 303, loss is  0.0000.
304/937 [========>.....................] - ETA: 9:00 - loss: 4.5129e-04 - accuracy: 0.9998For batch 304, loss is  0.0000.
305/937 [========>.....................] - ETA: 9:00 - loss: 4.4991e-04 - accuracy: 0.9998For batch 305, loss is  0.0000.
306/937 [========>.....................] - ETA: 8:59 - loss: 4.4848e-04 - accuracy: 0.9998For batch 306, loss is  0.0000.
307/937 [========>.....................] - ETA: 8:58 - loss: 4.4716e-04 - accuracy: 0.9998For batch 307, loss is  0.0000.
308/937 [========>.....................] - ETA: 8:57 - loss: 4.4573e-04 - accuracy: 0.9998For batch 308, loss is  0.0001.
309/937 [========>.....................] - ETA: 8:56 - loss: 4.4468e-04 - accuracy: 0.9998For batch 309, loss is  0.0003.
310/937 [========>.....................] - ETA: 8:55 - loss: 4.4433e-04 - accuracy: 0.9998For batch 310, loss is  0.0001.
311/937 [========>.....................] - ETA: 8:54 - loss: 4.4310e-04 - accuracy: 0.9998For batch 311, loss is  0.0000.
312/937 [========>.....................] - ETA: 8:54 - loss: 4.4170e-04 - accuracy: 0.9998For batch 312, loss is  0.0000.
313/937 [=========>....................] - ETA: 8:53 - loss: 4.4039e-04 - accuracy: 0.9999For batch 313, loss is  0.0000.
314/937 [=========>....................] - ETA: 8:52 - loss: 4.3913e-04 - accuracy: 0.9999For batch 314, loss is  0.0000.
315/937 [=========>....................] - ETA: 8:51 - loss: 4.3780e-04 - accuracy: 0.9999For batch 315, loss is  0.0005.
316/937 [=========>....................] - ETA: 8:50 - loss: 4.3787e-04 - accuracy: 0.9999For batch 316, loss is  0.0000.
317/937 [=========>....................] - ETA: 8:49 - loss: 4.3651e-04 - accuracy: 0.9999For batch 317, loss is  0.0000.
318/937 [=========>....................] - ETA: 8:48 - loss: 4.3516e-04 - accuracy: 0.9999For batch 318, loss is  0.0000.
319/937 [=========>....................] - ETA: 8:48 - loss: 4.3385e-04 - accuracy: 0.9999For batch 319, loss is  0.0001.
320/937 [=========>....................] - ETA: 8:47 - loss: 4.3274e-04 - accuracy: 0.9999For batch 320, loss is  0.0002.
321/937 [=========>....................] - ETA: 8:46 - loss: 4.3192e-04 - accuracy: 0.9999For batch 321, loss is  0.0020.
322/937 [=========>....................] - ETA: 8:45 - loss: 4.3687e-04 - accuracy: 0.9999For batch 322, loss is  0.0000.
323/937 [=========>....................] - ETA: 8:44 - loss: 4.3555e-04 - accuracy: 0.9999For batch 323, loss is  0.0001.
324/937 [=========>....................] - ETA: 8:43 - loss: 4.3447e-04 - accuracy: 0.9999For batch 324, loss is  0.0000.
325/937 [=========>....................] - ETA: 8:42 - loss: 4.3317e-04 - accuracy: 0.9999For batch 325, loss is  0.0001.
326/937 [=========>....................] - ETA: 8:42 - loss: 4.3221e-04 - accuracy: 0.9999For batch 326, loss is  0.0002.
327/937 [=========>....................] - ETA: 8:41 - loss: 4.3152e-04 - accuracy: 0.9999For batch 327, loss is  0.0000.
328/937 [=========>....................] - ETA: 8:40 - loss: 4.3026e-04 - accuracy: 0.9999For batch 328, loss is  0.0001.
329/937 [=========>....................] - ETA: 8:39 - loss: 4.2915e-04 - accuracy: 0.9999For batch 329, loss is  0.0042.
330/937 [=========>....................] - ETA: 8:38 - loss: 4.4070e-04 - accuracy: 0.9998For batch 330, loss is  0.0032.
331/937 [=========>....................] - ETA: 8:37 - loss: 4.4903e-04 - accuracy: 0.9998For batch 331, loss is  0.0004.
332/937 [=========>....................] - ETA: 8:36 - loss: 4.4889e-04 - accuracy: 0.9998For batch 332, loss is  0.0001.
333/937 [=========>....................] - ETA: 8:36 - loss: 4.4793e-04 - accuracy: 0.9998For batch 333, loss is  0.0022.
334/937 [=========>....................] - ETA: 8:35 - loss: 4.5324e-04 - accuracy: 0.9998For batch 334, loss is  0.0000.
335/937 [=========>....................] - ETA: 8:34 - loss: 4.5193e-04 - accuracy: 0.9998For batch 335, loss is  0.0001.
336/937 [=========>....................] - ETA: 8:33 - loss: 4.5080e-04 - accuracy: 0.9998For batch 336, loss is  0.0000.
337/937 [=========>....................] - ETA: 8:32 - loss: 4.4949e-04 - accuracy: 0.9998For batch 337, loss is  0.0008.
338/937 [=========>....................] - ETA: 8:31 - loss: 4.5051e-04 - accuracy: 0.9998For batch 338, loss is  0.0002.
339/937 [=========>....................] - ETA: 8:30 - loss: 4.4971e-04 - accuracy: 0.9998For batch 339, loss is  0.0000.
340/937 [=========>....................] - ETA: 8:30 - loss: 4.4840e-04 - accuracy: 0.9998For batch 340, loss is  0.0008.
341/937 [=========>....................] - ETA: 8:29 - loss: 4.4942e-04 - accuracy: 0.9998For batch 341, loss is  0.0000.
342/937 [=========>....................] - ETA: 8:28 - loss: 4.4817e-04 - accuracy: 0.9998For batch 342, loss is  0.0001.
343/937 [=========>....................] - ETA: 8:27 - loss: 4.4709e-04 - accuracy: 0.9998For batch 343, loss is  0.0000.
344/937 [==========>...................] - ETA: 8:26 - loss: 4.4593e-04 - accuracy: 0.9998For batch 344, loss is  0.0081.
345/937 [==========>...................] - ETA: 8:25 - loss: 4.6812e-04 - accuracy: 0.9998For batch 345, loss is  0.0002.
346/937 [==========>...................] - ETA: 8:24 - loss: 4.6739e-04 - accuracy: 0.9998For batch 346, loss is  0.0000.
347/937 [==========>...................] - ETA: 8:24 - loss: 4.6609e-04 - accuracy: 0.9998For batch 347, loss is  0.0000.
348/937 [==========>...................] - ETA: 8:22 - loss: 4.6478e-04 - accuracy: 0.9998For batch 348, loss is  0.0000.
349/937 [==========>...................] - ETA: 8:21 - loss: 4.6350e-04 - accuracy: 0.9998For batch 349, loss is  0.0003.
350/937 [==========>...................] - ETA: 8:20 - loss: 4.6306e-04 - accuracy: 0.9998For batch 350, loss is  0.0000.
351/937 [==========>...................] - ETA: 8:19 - loss: 4.6182e-04 - accuracy: 0.9998For batch 351, loss is  0.0001.
352/937 [==========>...................] - ETA: 8:19 - loss: 4.6076e-04 - accuracy: 0.9998For batch 352, loss is  0.0000.
353/937 [==========>...................] - ETA: 8:18 - loss: 4.5947e-04 - accuracy: 0.9998For batch 353, loss is  0.0001.
354/937 [==========>...................] - ETA: 8:17 - loss: 4.5853e-04 - accuracy: 0.9998For batch 354, loss is  0.0015.
355/937 [==========>...................] - ETA: 8:16 - loss: 4.6143e-04 - accuracy: 0.9998For batch 355, loss is  0.0000.
356/937 [==========>...................] - ETA: 8:15 - loss: 4.6016e-04 - accuracy: 0.9998For batch 356, loss is  0.0000.
357/937 [==========>...................] - ETA: 8:14 - loss: 4.5891e-04 - accuracy: 0.9998For batch 357, loss is  0.0002.
358/937 [==========>...................] - ETA: 8:13 - loss: 4.5813e-04 - accuracy: 0.9998For batch 358, loss is  0.0002.
359/937 [==========>...................] - ETA: 8:13 - loss: 4.5740e-04 - accuracy: 0.9998For batch 359, loss is  0.0007.
360/937 [==========>...................] - ETA: 8:12 - loss: 4.5804e-04 - accuracy: 0.9998For batch 360, loss is  0.0000.
361/937 [==========>...................] - ETA: 8:11 - loss: 4.5685e-04 - accuracy: 0.9998For batch 361, loss is  0.0003.
362/937 [==========>...................] - ETA: 8:10 - loss: 4.5639e-04 - accuracy: 0.9998For batch 362, loss is  0.0000.
363/937 [==========>...................] - ETA: 8:09 - loss: 4.5516e-04 - accuracy: 0.9998For batch 363, loss is  0.0001.
364/937 [==========>...................] - ETA: 8:08 - loss: 4.5430e-04 - accuracy: 0.9998For batch 364, loss is  0.0001.
365/937 [==========>...................] - ETA: 8:07 - loss: 4.5326e-04 - accuracy: 0.9998For batch 365, loss is  0.0000.
366/937 [==========>...................] - ETA: 8:07 - loss: 4.5204e-04 - accuracy: 0.9998For batch 366, loss is  0.0024.
367/937 [==========>...................] - ETA: 8:06 - loss: 4.5745e-04 - accuracy: 0.9998For batch 367, loss is  0.0000.
368/937 [==========>...................] - ETA: 8:05 - loss: 4.5627e-04 - accuracy: 0.9998For batch 368, loss is  0.0001.
369/937 [==========>...................] - ETA: 8:04 - loss: 4.5518e-04 - accuracy: 0.9998For batch 369, loss is  0.0002.
370/937 [==========>...................] - ETA: 8:03 - loss: 4.5460e-04 - accuracy: 0.9998For batch 370, loss is  0.0000.
371/937 [==========>...................] - ETA: 8:02 - loss: 4.5341e-04 - accuracy: 0.9998For batch 371, loss is  0.0000.
372/937 [==========>...................] - ETA: 8:02 - loss: 4.5229e-04 - accuracy: 0.9998For batch 372, loss is  0.0001.
373/937 [==========>...................] - ETA: 8:01 - loss: 4.5145e-04 - accuracy: 0.9998For batch 373, loss is  0.0000.
374/937 [==========>...................] - ETA: 8:00 - loss: 4.5036e-04 - accuracy: 0.9998For batch 374, loss is  0.0000.
375/937 [===========>..................] - ETA: 7:59 - loss: 4.4925e-04 - accuracy: 0.9998For batch 375, loss is  0.0000.
376/937 [===========>..................] - ETA: 7:58 - loss: 4.4810e-04 - accuracy: 0.9998For batch 376, loss is  0.0000.
377/937 [===========>..................] - ETA: 7:57 - loss: 4.4702e-04 - accuracy: 0.9998For batch 377, loss is  0.0031.
378/937 [===========>..................] - ETA: 7:56 - loss: 4.5415e-04 - accuracy: 0.9998For batch 378, loss is  0.0001.
379/937 [===========>..................] - ETA: 7:56 - loss: 4.5324e-04 - accuracy: 0.9998For batch 379, loss is  0.0000.
380/937 [===========>..................] - ETA: 7:55 - loss: 4.5217e-04 - accuracy: 0.9998For batch 380, loss is  0.0000.
381/937 [===========>..................] - ETA: 7:54 - loss: 4.5100e-04 - accuracy: 0.9998For batch 381, loss is  0.0012.
382/937 [===========>..................] - ETA: 7:53 - loss: 4.5293e-04 - accuracy: 0.9998For batch 382, loss is  0.0001.
383/937 [===========>..................] - ETA: 7:52 - loss: 4.5195e-04 - accuracy: 0.9998For batch 383, loss is  0.0003.
384/937 [===========>..................] - ETA: 7:51 - loss: 4.5149e-04 - accuracy: 0.9998For batch 384, loss is  0.0000.
385/937 [===========>..................] - ETA: 7:50 - loss: 4.5036e-04 - accuracy: 0.9998For batch 385, loss is  0.0001.
386/937 [===========>..................] - ETA: 7:50 - loss: 4.4952e-04 - accuracy: 0.9998For batch 386, loss is  0.0007.
