Train for 937 steps, validate for 117 steps
860/937 [==========================>...] - ETA: 1:05 - loss: 2.5069e-06 - accuracy: 1.0000For batch 860, loss is  0.0000.
861/937 [==========================>...] - ETA: 1:04 - loss: 2.5046e-06 - accuracy: 1.0000For batch 861, loss is  0.0000.
862/937 [==========================>...] - ETA: 1:04 - loss: 2.5046e-06 - accuracy: 1.0000For batch 862, loss is  0.0000.
863/937 [==========================>...] - ETA: 1:03 - loss: 2.5028e-06 - accuracy: 1.0000For batch 863, loss is  0.0000.
864/937 [==========================>...] - ETA: 1:02 - loss: 2.5009e-06 - accuracy: 1.0000For batch 864, loss is  0.0000.
865/937 [==========================>...] - ETA: 1:01 - loss: 2.5076e-06 - accuracy: 1.0000For batch 865, loss is  0.0000.
866/937 [==========================>...] - ETA: 1:00 - loss: 2.5089e-06 - accuracy: 1.0000For batch 866, loss is  0.0000.
867/937 [==========================>...] - ETA: 59s - loss: 2.5074e-06 - accuracy: 1.0000 For batch 867, loss is  0.0000.
868/937 [==========================>...] - ETA: 58s - loss: 2.5048e-06 - accuracy: 1.0000For batch 868, loss is  0.0000.
869/937 [==========================>...] - ETA: 58s - loss: 2.5041e-06 - accuracy: 1.0000For batch 869, loss is  0.0000.
870/937 [==========================>...] - ETA: 57s - loss: 2.5032e-06 - accuracy: 1.0000For batch 870, loss is  0.0000.
871/937 [==========================>...] - ETA: 56s - loss: 2.5023e-06 - accuracy: 1.0000For batch 871, loss is  0.0000.
872/937 [==========================>...] - ETA: 55s - loss: 2.5000e-06 - accuracy: 1.0000For batch 872, loss is  0.0000.
873/937 [==========================>...] - ETA: 54s - loss: 2.4978e-06 - accuracy: 1.0000For batch 873, loss is  0.0000.
874/937 [==========================>...] - ETA: 53s - loss: 2.4953e-06 - accuracy: 1.0000For batch 874, loss is  0.0000.
875/937 [===========================>..] - ETA: 52s - loss: 2.4951e-06 - accuracy: 1.0000For batch 875, loss is  0.0000.
876/937 [===========================>..] - ETA: 52s - loss: 2.4932e-06 - accuracy: 1.0000For batch 876, loss is  0.0000.
877/937 [===========================>..] - ETA: 51s - loss: 2.4910e-06 - accuracy: 1.0000For batch 877, loss is  0.0000.
878/937 [===========================>..] - ETA: 50s - loss: 2.4912e-06 - accuracy: 1.0000For batch 878, loss is  0.0000.
879/937 [===========================>..] - ETA: 49s - loss: 2.4888e-06 - accuracy: 1.0000For batch 879, loss is  0.0000.
880/937 [===========================>..] - ETA: 48s - loss: 2.4911e-06 - accuracy: 1.0000For batch 880, loss is  0.0000.
881/937 [===========================>..] - ETA: 47s - loss: 2.4972e-06 - accuracy: 1.0000For batch 881, loss is  0.0000.
882/937 [===========================>..] - ETA: 46s - loss: 2.4965e-06 - accuracy: 1.0000For batch 882, loss is  0.0000.
883/937 [===========================>..] - ETA: 46s - loss: 2.4941e-06 - accuracy: 1.0000For batch 883, loss is  0.0000.
884/937 [===========================>..] - ETA: 45s - loss: 2.4922e-06 - accuracy: 1.0000For batch 884, loss is  0.0000.
885/937 [===========================>..] - ETA: 44s - loss: 2.4897e-06 - accuracy: 1.0000For batch 885, loss is  0.0000.
886/937 [===========================>..] - ETA: 43s - loss: 2.4879e-06 - accuracy: 1.0000For batch 886, loss is  0.0000.
887/937 [===========================>..] - ETA: 42s - loss: 2.4945e-06 - accuracy: 1.0000For batch 887, loss is  0.0000.
888/937 [===========================>..] - ETA: 41s - loss: 2.4993e-06 - accuracy: 1.0000For batch 888, loss is  0.0000.
889/937 [===========================>..] - ETA: 40s - loss: 2.4975e-06 - accuracy: 1.0000For batch 889, loss is  0.0000.
890/937 [===========================>..] - ETA: 40s - loss: 2.4964e-06 - accuracy: 1.0000For batch 890, loss is  0.0000.
891/937 [===========================>..] - ETA: 39s - loss: 2.4952e-06 - accuracy: 1.0000For batch 891, loss is  0.0000.
892/937 [===========================>..] - ETA: 38s - loss: 2.4929e-06 - accuracy: 1.0000For batch 892, loss is  0.0000.
893/937 [===========================>..] - ETA: 37s - loss: 2.4933e-06 - accuracy: 1.0000For batch 893, loss is  0.0000.
894/937 [===========================>..] - ETA: 36s - loss: 2.4919e-06 - accuracy: 1.0000For batch 894, loss is  0.0000.
895/937 [===========================>..] - ETA: 35s - loss: 2.4899e-06 - accuracy: 1.0000For batch 895, loss is  0.0000.
896/937 [===========================>..] - ETA: 34s - loss: 2.4885e-06 - accuracy: 1.0000For batch 896, loss is  0.0000.
897/937 [===========================>..] - ETA: 34s - loss: 2.4874e-06 - accuracy: 1.0000For batch 897, loss is  0.0000.
898/937 [===========================>..] - ETA: 33s - loss: 2.4861e-06 - accuracy: 1.0000For batch 898, loss is  0.0000.
899/937 [===========================>..] - ETA: 32s - loss: 2.4861e-06 - accuracy: 1.0000For batch 899, loss is  0.0000.
900/937 [===========================>..] - ETA: 31s - loss: 2.4904e-06 - accuracy: 1.0000For batch 900, loss is  0.0000.
901/937 [===========================>..] - ETA: 30s - loss: 2.4879e-06 - accuracy: 1.0000For batch 901, loss is  0.0000.
902/937 [===========================>..] - ETA: 29s - loss: 2.4874e-06 - accuracy: 1.0000For batch 902, loss is  0.0000.
903/937 [===========================>..] - ETA: 29s - loss: 2.4881e-06 - accuracy: 1.0000For batch 903, loss is  0.0000.
904/937 [===========================>..] - ETA: 28s - loss: 2.4874e-06 - accuracy: 1.0000For batch 904, loss is  0.0000.
905/937 [===========================>..] - ETA: 27s - loss: 2.4868e-06 - accuracy: 1.0000For batch 905, loss is  0.0000.
906/937 [============================>.] - ETA: 26s - loss: 2.4850e-06 - accuracy: 1.0000For batch 906, loss is  0.0000.
907/937 [============================>.] - ETA: 25s - loss: 2.4846e-06 - accuracy: 1.0000For batch 907, loss is  0.0000.
908/937 [============================>.] - ETA: 24s - loss: 2.4844e-06 - accuracy: 1.0000For batch 908, loss is  0.0000.
909/937 [============================>.] - ETA: 23s - loss: 2.4909e-06 - accuracy: 1.0000For batch 909, loss is  0.0000.
910/937 [============================>.] - ETA: 23s - loss: 2.4894e-06 - accuracy: 1.0000For batch 910, loss is  0.0000.
911/937 [============================>.] - ETA: 22s - loss: 2.4869e-06 - accuracy: 1.0000For batch 911, loss is  0.0000.
912/937 [============================>.] - ETA: 21s - loss: 2.4855e-06 - accuracy: 1.0000For batch 912, loss is  0.0000.
913/937 [============================>.] - ETA: 20s - loss: 2.4847e-06 - accuracy: 1.0000For batch 913, loss is  0.0000.
914/937 [============================>.] - ETA: 19s - loss: 2.4837e-06 - accuracy: 1.0000For batch 914, loss is  0.0000.
915/937 [============================>.] - ETA: 18s - loss: 2.4842e-06 - accuracy: 1.0000For batch 915, loss is  0.0000.
916/937 [============================>.] - ETA: 17s - loss: 2.4822e-06 - accuracy: 1.0000For batch 916, loss is  0.0000.
917/937 [============================>.] - ETA: 17s - loss: 2.4861e-06 - accuracy: 1.0000For batch 917, loss is  0.0000.
918/937 [============================>.] - ETA: 16s - loss: 2.4846e-06 - accuracy: 1.0000For batch 918, loss is  0.0000.
919/937 [============================>.] - ETA: 15s - loss: 2.4838e-06 - accuracy: 1.0000For batch 919, loss is  0.0000.
920/937 [============================>.] - ETA: 14s - loss: 2.4863e-06 - accuracy: 1.0000For batch 920, loss is  0.0000.
921/937 [============================>.] - ETA: 13s - loss: 2.4856e-06 - accuracy: 1.0000For batch 921, loss is  0.0000.
922/937 [============================>.] - ETA: 12s - loss: 2.4839e-06 - accuracy: 1.0000For batch 922, loss is  0.0000.
923/937 [============================>.] - ETA: 11s - loss: 2.4828e-06 - accuracy: 1.0000For batch 923, loss is  0.0000.
924/937 [============================>.] - ETA: 11s - loss: 2.4804e-06 - accuracy: 1.0000For batch 924, loss is  0.0000.
925/937 [============================>.] - ETA: 10s - loss: 2.4782e-06 - accuracy: 1.0000For batch 925, loss is  0.0000.
926/937 [============================>.] - ETA: 9s - loss: 2.4761e-06 - accuracy: 1.0000 For batch 926, loss is  0.0000.
927/937 [============================>.] - ETA: 8s - loss: 2.4740e-06 - accuracy: 1.0000For batch 927, loss is  0.0000.
928/937 [============================>.] - ETA: 7s - loss: 2.4724e-06 - accuracy: 1.0000For batch 928, loss is  0.0000.
929/937 [============================>.] - ETA: 6s - loss: 2.4702e-06 - accuracy: 1.0000For batch 929, loss is  0.0000.
930/937 [============================>.] - ETA: 5s - loss: 2.4683e-06 - accuracy: 1.0000For batch 930, loss is  0.0000.
931/937 [============================>.] - ETA: 5s - loss: 2.4705e-06 - accuracy: 1.0000For batch 931, loss is  0.0000.
932/937 [============================>.] - ETA: 4s - loss: 2.4704e-06 - accuracy: 1.0000For batch 932, loss is  0.0000.
933/937 [============================>.] - ETA: 3s - loss: 2.4747e-06 - accuracy: 1.0000For batch 933, loss is  0.0000.
934/937 [============================>.] - ETA: 2s - loss: 2.4730e-06 - accuracy: 1.0000For batch 934, loss is  0.0000.
935/937 [============================>.] - ETA: 1s - loss: 2.4731e-06 - accuracy: 1.0000For batch 935, loss is  0.0000.
936/937 [============================>.] - ETA: 0s - loss: 2.4708e-06 - accuracy: 1.0000For batch 936, loss is  0.0000.
 For batch 0, loss is  0.0194.
 For batch 1, loss is  0.0137.
 For batch 2, loss is  0.0020.
 For batch 3, loss is  0.0040.
 For batch 4, loss is  0.0003.
 For batch 5, loss is  0.0046.
 For batch 6, loss is  0.0002.
 For batch 7, loss is  0.0210.
 For batch 8, loss is  0.0006.
 For batch 9, loss is  0.0014.
 For batch 10, loss is  0.0040.
 For batch 11, loss is  0.0057.
 For batch 12, loss is  0.0001.
 For batch 13, loss is  0.0055.
 For batch 14, loss is  0.0076.
 For batch 15, loss is  0.0011.
 For batch 16, loss is  0.0032.
 For batch 17, loss is  0.0016.
 For batch 18, loss is  0.0012.
 For batch 19, loss is  0.0000.
 For batch 20, loss is  0.0001.
 For batch 21, loss is  0.0005.
 For batch 22, loss is  0.0077.
 For batch 23, loss is  0.0069.
 For batch 24, loss is  0.0042.
 For batch 25, loss is  0.0010.
 For batch 26, loss is  0.0002.
 For batch 27, loss is  0.0096.
 For batch 28, loss is  0.0017.
 For batch 29, loss is  0.0139.
 For batch 30, loss is  0.0005.
 For batch 31, loss is  0.0000.
 For batch 32, loss is  0.0080.
 For batch 33, loss is  0.0098.
 For batch 34, loss is  0.0005.
 For batch 35, loss is  0.0029.
 For batch 36, loss is  0.0254.
 For batch 37, loss is  0.0060.
 For batch 38, loss is  0.0023.
 For batch 39, loss is  0.0186.
 For batch 40, loss is  0.0026.
 For batch 41, loss is  0.0001.
 For batch 42, loss is  0.0015.
 For batch 43, loss is  0.0001.
 For batch 44, loss is  0.0200.
 For batch 45, loss is  0.0006.
 For batch 46, loss is  0.0118.
 For batch 47, loss is  0.0001.
 For batch 48, loss is  0.0061.
 For batch 49, loss is  0.0153.
 For batch 50, loss is  0.0441.
 For batch 51, loss is  0.0065.
 For batch 52, loss is  0.0024.
 For batch 53, loss is  0.0073.
 For batch 54, loss is  0.0002.
 For batch 55, loss is  0.0039.
 For batch 56, loss is  0.0025.
 For batch 57, loss is  0.0203.
 For batch 58, loss is  0.0005.
 For batch 59, loss is  0.0000.
 For batch 60, loss is  0.0138.
 For batch 61, loss is  0.0001.
 For batch 62, loss is  0.0036.
 For batch 63, loss is  0.0002.
 For batch 64, loss is  0.0112.
 For batch 65, loss is  0.0013.
 For batch 66, loss is  0.0011.
 For batch 67, loss is  0.0015.
 For batch 68, loss is  0.0001.
 For batch 69, loss is  0.0043.
 For batch 70, loss is  0.0002.
 For batch 71, loss is  0.0005.
 For batch 72, loss is  0.0001.
 For batch 73, loss is  0.0001.
 For batch 74, loss is  0.0015.
 For batch 75, loss is  0.0000.
 For batch 76, loss is  0.0002.
 For batch 77, loss is  0.0009.
 For batch 78, loss is  0.0006.
 For batch 79, loss is  0.0000.
 For batch 80, loss is  0.0018.
 For batch 81, loss is  0.0013.
 For batch 82, loss is  0.0000.
 For batch 83, loss is  0.0004.
 For batch 84, loss is  0.0079.
 For batch 85, loss is  0.0007.
 For batch 86, loss is  0.0011.
 For batch 87, loss is  0.0001.
 For batch 88, loss is  0.0000.
 For batch 89, loss is  0.0014.
 For batch 90, loss is  0.0000.
 For batch 91, loss is  0.0016.
 For batch 92, loss is  0.0017.
 For batch 93, loss is  0.0006.
 For batch 94, loss is  0.0021.
 For batch 95, loss is  0.0153.
 For batch 96, loss is  0.0374.
 For batch 97, loss is  0.0057.
 For batch 98, loss is  0.0075.
 For batch 99, loss is  0.0004.
 For batch 100, loss is  0.0005.
 For batch 101, loss is  0.0000.
 For batch 102, loss is  0.0101.
 For batch 103, loss is  0.0196.
 For batch 104, loss is  0.0014.
 For batch 105, loss is  0.0211.
 For batch 106, loss is  0.0168.
 For batch 107, loss is  0.0067.
 For batch 108, loss is  0.0129.
 For batch 109, loss is  0.0204.
 For batch 110, loss is  0.0000.
 For batch 111, loss is  0.0298.
 For batch 112, loss is  0.0096.
 For batch 113, loss is  0.0008.
 For batch 114, loss is  0.0000.
 For batch 115, loss is  0.0007.
 For batch 116, loss is  0.0001.
937/937 [==============================] - 846s 903ms/step - loss: 2.4689e-06 - accuracy: 1.0000 - val_loss: 0.0055 - val_accuracy: 0.9983
Epoch 7/10
For batch 0, loss is  0.0000.
  1/937 [..............................] - ETA: 20:24 - loss: 2.2500e-06 - accuracy: 1.0000For batch 1, loss is  0.0000.
  2/937 [..............................] - ETA: 16:48 - loss: 1.3250e-06 - accuracy: 1.0000For batch 2, loss is  0.0000.
  3/937 [..............................] - ETA: 15:37 - loss: 1.6515e-06 - accuracy: 1.0000For batch 3, loss is  0.0000.
  4/937 [..............................] - ETA: 15:00 - loss: 1.5790e-06 - accuracy: 1.0000For batch 4, loss is  0.0000.
  5/937 [..............................] - ETA: 14:43 - loss: 1.5404e-06 - accuracy: 1.0000For batch 5, loss is  0.0000.
  6/937 [..............................] - ETA: 14:27 - loss: 1.3752e-06 - accuracy: 1.0000For batch 6, loss is  0.0000.
  7/937 [..............................] - ETA: 14:16 - loss: 1.2924e-06 - accuracy: 1.0000For batch 7, loss is  0.0000.
  8/937 [..............................] - ETA: 14:07 - loss: 1.5303e-06 - accuracy: 1.0000For batch 8, loss is  0.0000.
  9/937 [..............................] - ETA: 14:00 - loss: 1.4386e-06 - accuracy: 1.0000For batch 9, loss is  0.0000.
 10/937 [..............................] - ETA: 13:54 - loss: 1.7916e-06 - accuracy: 1.0000For batch 10, loss is  0.0000.
 11/937 [..............................] - ETA: 13:49 - loss: 2.0473e-06 - accuracy: 1.0000For batch 11, loss is  0.0000.
 12/937 [..............................] - ETA: 13:45 - loss: 1.9711e-06 - accuracy: 1.0000For batch 12, loss is  0.0000.
 13/937 [..............................] - ETA: 13:41 - loss: 2.0745e-06 - accuracy: 1.0000For batch 13, loss is  0.0000.
 14/937 [..............................] - ETA: 13:38 - loss: 2.0226e-06 - accuracy: 1.0000For batch 14, loss is  0.0000.
 15/937 [..............................] - ETA: 13:35 - loss: 1.9354e-06 - accuracy: 1.0000For batch 15, loss is  0.0000.
 16/937 [..............................] - ETA: 13:32 - loss: 1.8577e-06 - accuracy: 1.0000For batch 16, loss is  0.0000.
 17/937 [..............................] - ETA: 13:30 - loss: 2.0037e-06 - accuracy: 1.0000For batch 17, loss is  0.0000.
 18/937 [..............................] - ETA: 13:27 - loss: 2.1965e-06 - accuracy: 1.0000For batch 18, loss is  0.0000.
 19/937 [..............................] - ETA: 13:25 - loss: 2.1029e-06 - accuracy: 1.0000For batch 19, loss is  0.0000.
 20/937 [..............................] - ETA: 13:23 - loss: 2.0085e-06 - accuracy: 1.0000For batch 20, loss is  0.0000.
 21/937 [..............................] - ETA: 13:22 - loss: 1.9463e-06 - accuracy: 1.0000For batch 21, loss is  0.0000.
 22/937 [..............................] - ETA: 13:20 - loss: 1.8819e-06 - accuracy: 1.0000For batch 22, loss is  0.0000.
 23/937 [..............................] - ETA: 13:18 - loss: 2.3301e-06 - accuracy: 1.0000For batch 23, loss is  0.0000.
 24/937 [..............................] - ETA: 13:16 - loss: 2.2994e-06 - accuracy: 1.0000For batch 24, loss is  0.0000.
 25/937 [..............................] - ETA: 13:15 - loss: 2.3042e-06 - accuracy: 1.0000For batch 25, loss is  0.0000.
 26/937 [..............................] - ETA: 13:13 - loss: 2.2307e-06 - accuracy: 1.0000For batch 26, loss is  0.0000.
 27/937 [..............................] - ETA: 13:12 - loss: 2.1647e-06 - accuracy: 1.0000For batch 27, loss is  0.0000.
 28/937 [..............................] - ETA: 13:10 - loss: 2.2222e-06 - accuracy: 1.0000For batch 28, loss is  0.0000.
 29/937 [..............................] - ETA: 13:09 - loss: 2.1692e-06 - accuracy: 1.0000For batch 29, loss is  0.0000.
 30/937 [..............................] - ETA: 13:08 - loss: 2.1366e-06 - accuracy: 1.0000For batch 30, loss is  0.0000.
 31/937 [..............................] - ETA: 13:06 - loss: 2.1248e-06 - accuracy: 1.0000For batch 31, loss is  0.0000.
 32/937 [>.............................] - ETA: 13:05 - loss: 2.0752e-06 - accuracy: 1.0000For batch 32, loss is  0.0000.
 33/937 [>.............................] - ETA: 13:04 - loss: 2.0635e-06 - accuracy: 1.0000For batch 33, loss is  0.0000.
 34/937 [>.............................] - ETA: 13:03 - loss: 2.0883e-06 - accuracy: 1.0000For batch 34, loss is  0.0000.
 35/937 [>.............................] - ETA: 13:01 - loss: 2.1553e-06 - accuracy: 1.0000For batch 35, loss is  0.0000.
 36/937 [>.............................] - ETA: 13:00 - loss: 2.2888e-06 - accuracy: 1.0000For batch 36, loss is  0.0000.
 37/937 [>.............................] - ETA: 12:59 - loss: 2.2620e-06 - accuracy: 1.0000For batch 37, loss is  0.0000.
 38/937 [>.............................] - ETA: 12:58 - loss: 2.2245e-06 - accuracy: 1.0000For batch 38, loss is  0.0000.
 39/937 [>.............................] - ETA: 12:57 - loss: 2.2052e-06 - accuracy: 1.0000For batch 39, loss is  0.0000.
 40/937 [>.............................] - ETA: 12:55 - loss: 2.2139e-06 - accuracy: 1.0000For batch 40, loss is  0.0000.
 41/937 [>.............................] - ETA: 12:54 - loss: 2.3036e-06 - accuracy: 1.0000For batch 41, loss is  0.0000.
 42/937 [>.............................] - ETA: 12:53 - loss: 2.2785e-06 - accuracy: 1.0000For batch 42, loss is  0.0000.
 43/937 [>.............................] - ETA: 12:52 - loss: 2.2438e-06 - accuracy: 1.0000For batch 43, loss is  0.0000.
 44/937 [>.............................] - ETA: 12:51 - loss: 2.2006e-06 - accuracy: 1.0000For batch 44, loss is  0.0000.
 45/937 [>.............................] - ETA: 12:50 - loss: 2.1667e-06 - accuracy: 1.0000For batch 45, loss is  0.0000.
 46/937 [>.............................] - ETA: 12:49 - loss: 2.1428e-06 - accuracy: 1.0000For batch 46, loss is  0.0000.
 47/937 [>.............................] - ETA: 12:48 - loss: 2.1330e-06 - accuracy: 1.0000For batch 47, loss is  0.0000.
 48/937 [>.............................] - ETA: 12:47 - loss: 2.1025e-06 - accuracy: 1.0000For batch 48, loss is  0.0000.
 49/937 [>.............................] - ETA: 12:46 - loss: 2.0752e-06 - accuracy: 1.0000For batch 49, loss is  0.0000.
 50/937 [>.............................] - ETA: 12:45 - loss: 2.0480e-06 - accuracy: 1.0000For batch 50, loss is  0.0000.
 51/937 [>.............................] - ETA: 12:44 - loss: 2.0198e-06 - accuracy: 1.0000For batch 51, loss is  0.0000.
 52/937 [>.............................] - ETA: 12:43 - loss: 2.0735e-06 - accuracy: 1.0000For batch 52, loss is  0.0000.
 53/937 [>.............................] - ETA: 12:42 - loss: 2.0478e-06 - accuracy: 1.0000For batch 53, loss is  0.0000.
 54/937 [>.............................] - ETA: 12:41 - loss: 2.0325e-06 - accuracy: 1.0000For batch 54, loss is  0.0000.
 55/937 [>.............................] - ETA: 12:40 - loss: 2.0039e-06 - accuracy: 1.0000For batch 55, loss is  0.0000.
 56/937 [>.............................] - ETA: 12:39 - loss: 1.9806e-06 - accuracy: 1.0000For batch 56, loss is  0.0000.
 57/937 [>.............................] - ETA: 12:38 - loss: 2.0028e-06 - accuracy: 1.0000For batch 57, loss is  0.0000.
 58/937 [>.............................] - ETA: 12:37 - loss: 1.9808e-06 - accuracy: 1.0000For batch 58, loss is  0.0000.
 59/937 [>.............................] - ETA: 12:36 - loss: 1.9680e-06 - accuracy: 1.0000For batch 59, loss is  0.0000.
 60/937 [>.............................] - ETA: 12:35 - loss: 1.9478e-06 - accuracy: 1.0000For batch 60, loss is  0.0000.
 61/937 [>.............................] - ETA: 12:34 - loss: 1.9263e-06 - accuracy: 1.0000For batch 61, loss is  0.0000.
 62/937 [>.............................] - ETA: 12:33 - loss: 1.9663e-06 - accuracy: 1.0000For batch 62, loss is  0.0000.
 63/937 [=>............................] - ETA: 12:32 - loss: 1.9419e-06 - accuracy: 1.0000For batch 63, loss is  0.0000.
 64/937 [=>............................] - ETA: 12:31 - loss: 1.9290e-06 - accuracy: 1.0000For batch 64, loss is  0.0000.
 65/937 [=>............................] - ETA: 12:30 - loss: 1.9960e-06 - accuracy: 1.0000For batch 65, loss is  0.0000.
 66/937 [=>............................] - ETA: 12:29 - loss: 1.9778e-06 - accuracy: 1.0000For batch 66, loss is  0.0000.
 67/937 [=>............................] - ETA: 12:28 - loss: 2.1048e-06 - accuracy: 1.0000For batch 67, loss is  0.0000.
 68/937 [=>............................] - ETA: 12:27 - loss: 2.0934e-06 - accuracy: 1.0000For batch 68, loss is  0.0000.
 69/937 [=>............................] - ETA: 12:26 - loss: 2.1429e-06 - accuracy: 1.0000For batch 69, loss is  0.0000.
 70/937 [=>............................] - ETA: 12:25 - loss: 2.1548e-06 - accuracy: 1.0000For batch 70, loss is  0.0000.
 71/937 [=>............................] - ETA: 12:24 - loss: 2.1374e-06 - accuracy: 1.0000For batch 71, loss is  0.0000.
 72/937 [=>............................] - ETA: 12:23 - loss: 2.1131e-06 - accuracy: 1.0000For batch 72, loss is  0.0000.
 73/937 [=>............................] - ETA: 12:22 - loss: 2.1069e-06 - accuracy: 1.0000For batch 73, loss is  0.0000.
 74/937 [=>............................] - ETA: 12:21 - loss: 2.1939e-06 - accuracy: 1.0000For batch 74, loss is  0.0000.
 75/937 [=>............................] - ETA: 12:20 - loss: 2.1768e-06 - accuracy: 1.0000For batch 75, loss is  0.0000.
 76/937 [=>............................] - ETA: 12:19 - loss: 2.1586e-06 - accuracy: 1.0000For batch 76, loss is  0.0000.
 77/937 [=>............................] - ETA: 12:18 - loss: 2.2217e-06 - accuracy: 1.0000For batch 77, loss is  0.0000.
 78/937 [=>............................] - ETA: 12:17 - loss: 2.2005e-06 - accuracy: 1.0000For batch 78, loss is  0.0000.
 79/937 [=>............................] - ETA: 12:17 - loss: 2.1966e-06 - accuracy: 1.0000For batch 79, loss is  0.0000.
 80/937 [=>............................] - ETA: 12:16 - loss: 2.3011e-06 - accuracy: 1.0000For batch 80, loss is  0.0000.
 81/937 [=>............................] - ETA: 12:15 - loss: 2.2980e-06 - accuracy: 1.0000For batch 81, loss is  0.0000.
 82/937 [=>............................] - ETA: 12:14 - loss: 2.3027e-06 - accuracy: 1.0000For batch 82, loss is  0.0000.
 83/937 [=>............................] - ETA: 12:13 - loss: 2.3544e-06 - accuracy: 1.0000For batch 83, loss is  0.0000.
 84/937 [=>............................] - ETA: 12:12 - loss: 2.4022e-06 - accuracy: 1.0000For batch 84, loss is  0.0000.
 85/937 [=>............................] - ETA: 12:11 - loss: 2.3929e-06 - accuracy: 1.0000For batch 85, loss is  0.0000.
 86/937 [=>............................] - ETA: 12:10 - loss: 2.3685e-06 - accuracy: 1.0000For batch 86, loss is  0.0000.
 87/937 [=>............................] - ETA: 12:09 - loss: 2.3682e-06 - accuracy: 1.0000For batch 87, loss is  0.0000.
 88/937 [=>............................] - ETA: 12:08 - loss: 2.3471e-06 - accuracy: 1.0000For batch 88, loss is  0.0000.
 89/937 [=>............................] - ETA: 12:07 - loss: 2.3247e-06 - accuracy: 1.0000For batch 89, loss is  0.0000.
 90/937 [=>............................] - ETA: 12:06 - loss: 2.3275e-06 - accuracy: 1.0000For batch 90, loss is  0.0000.
 91/937 [=>............................] - ETA: 12:06 - loss: 2.3115e-06 - accuracy: 1.0000For batch 91, loss is  0.0000.
 92/937 [=>............................] - ETA: 12:05 - loss: 2.3044e-06 - accuracy: 1.0000For batch 92, loss is  0.0000.
 93/937 [=>............................] - ETA: 12:04 - loss: 2.2855e-06 - accuracy: 1.0000For batch 93, loss is  0.0000.
 94/937 [==>...........................] - ETA: 12:03 - loss: 2.2938e-06 - accuracy: 1.0000For batch 94, loss is  0.0000.
 95/937 [==>...........................] - ETA: 12:02 - loss: 2.2759e-06 - accuracy: 1.0000For batch 95, loss is  0.0000.
 96/937 [==>...........................] - ETA: 12:01 - loss: 2.2913e-06 - accuracy: 1.0000For batch 96, loss is  0.0000.
 97/937 [==>...........................] - ETA: 12:00 - loss: 2.2821e-06 - accuracy: 1.0000For batch 97, loss is  0.0000.
 98/937 [==>...........................] - ETA: 11:59 - loss: 2.2630e-06 - accuracy: 1.0000For batch 98, loss is  0.0000.
 99/937 [==>...........................] - ETA: 11:58 - loss: 2.2434e-06 - accuracy: 1.0000For batch 99, loss is  0.0000.
100/937 [==>...........................] - ETA: 11:57 - loss: 2.2275e-06 - accuracy: 1.0000For batch 100, loss is  0.0000.
101/937 [==>...........................] - ETA: 11:56 - loss: 2.2273e-06 - accuracy: 1.0000For batch 101, loss is  0.0000.
102/937 [==>...........................] - ETA: 11:55 - loss: 2.2177e-06 - accuracy: 1.0000For batch 102, loss is  0.0000.
103/937 [==>...........................] - ETA: 11:54 - loss: 2.2009e-06 - accuracy: 1.0000For batch 103, loss is  0.0000.
104/937 [==>...........................] - ETA: 11:54 - loss: 2.1969e-06 - accuracy: 1.0000For batch 104, loss is  0.0000.
105/937 [==>...........................] - ETA: 11:53 - loss: 2.1868e-06 - accuracy: 1.0000For batch 105, loss is  0.0000.
106/937 [==>...........................] - ETA: 11:52 - loss: 2.1935e-06 - accuracy: 1.0000For batch 106, loss is  0.0000.
107/937 [==>...........................] - ETA: 11:51 - loss: 2.1867e-06 - accuracy: 1.0000For batch 107, loss is  0.0000.
108/937 [==>...........................] - ETA: 11:50 - loss: 2.1849e-06 - accuracy: 1.0000For batch 108, loss is  0.0000.
109/937 [==>...........................] - ETA: 11:49 - loss: 2.1794e-06 - accuracy: 1.0000For batch 109, loss is  0.0000.
110/937 [==>...........................] - ETA: 11:48 - loss: 2.1700e-06 - accuracy: 1.0000For batch 110, loss is  0.0000.
111/937 [==>...........................] - ETA: 11:47 - loss: 2.1739e-06 - accuracy: 1.0000For batch 111, loss is  0.0000.
112/937 [==>...........................] - ETA: 11:46 - loss: 2.1704e-06 - accuracy: 1.0000For batch 112, loss is  0.0000.
113/937 [==>...........................] - ETA: 11:46 - loss: 2.2078e-06 - accuracy: 1.0000For batch 113, loss is  0.0000.
114/937 [==>...........................] - ETA: 11:45 - loss: 2.2198e-06 - accuracy: 1.0000For batch 114, loss is  0.0000.
115/937 [==>...........................] - ETA: 11:44 - loss: 2.2127e-06 - accuracy: 1.0000For batch 115, loss is  0.0000.
116/937 [==>...........................] - ETA: 11:43 - loss: 2.1974e-06 - accuracy: 1.0000For batch 116, loss is  0.0000.
117/937 [==>...........................] - ETA: 11:42 - loss: 2.1963e-06 - accuracy: 1.0000For batch 117, loss is  0.0000.
118/937 [==>...........................] - ETA: 11:41 - loss: 2.1996e-06 - accuracy: 1.0000For batch 118, loss is  0.0000.
119/937 [==>...........................] - ETA: 11:40 - loss: 2.2059e-06 - accuracy: 1.0000For batch 119, loss is  0.0000.
120/937 [==>...........................] - ETA: 11:39 - loss: 2.2201e-06 - accuracy: 1.0000For batch 120, loss is  0.0000.
121/937 [==>...........................] - ETA: 11:38 - loss: 2.2299e-06 - accuracy: 1.0000For batch 121, loss is  0.0000.
