Train for 937 steps, validate for 117 steps
239/937 [======>.......................] - ETA: 5:44 - loss: 3.4894e-06 - accuracy: 1.0000For batch 239, loss is  0.0000.
240/937 [======>.......................] - ETA: 5:43 - loss: 3.4808e-06 - accuracy: 1.0000For batch 240, loss is  0.0000.
241/937 [======>.......................] - ETA: 5:43 - loss: 3.4812e-06 - accuracy: 1.0000For batch 241, loss is  0.0000.
242/937 [======>.......................] - ETA: 5:42 - loss: 3.4770e-06 - accuracy: 1.0000For batch 242, loss is  0.0000.
243/937 [======>.......................] - ETA: 5:42 - loss: 3.4666e-06 - accuracy: 1.0000For batch 243, loss is  0.0000.
244/937 [======>.......................] - ETA: 5:41 - loss: 3.4567e-06 - accuracy: 1.0000For batch 244, loss is  0.0000.
245/937 [======>.......................] - ETA: 5:41 - loss: 3.4459e-06 - accuracy: 1.0000For batch 245, loss is  0.0000.
246/937 [======>.......................] - ETA: 5:40 - loss: 3.4438e-06 - accuracy: 1.0000For batch 246, loss is  0.0000.
247/937 [======>.......................] - ETA: 5:40 - loss: 3.4384e-06 - accuracy: 1.0000For batch 247, loss is  0.0000.
248/937 [======>.......................] - ETA: 5:39 - loss: 3.4397e-06 - accuracy: 1.0000For batch 248, loss is  0.0000.
249/937 [======>.......................] - ETA: 5:39 - loss: 3.4437e-06 - accuracy: 1.0000For batch 249, loss is  0.0000.
250/937 [=======>......................] - ETA: 5:38 - loss: 3.4423e-06 - accuracy: 1.0000For batch 250, loss is  0.0000.
251/937 [=======>......................] - ETA: 5:38 - loss: 3.4400e-06 - accuracy: 1.0000For batch 251, loss is  0.0000.
252/937 [=======>......................] - ETA: 5:37 - loss: 3.4480e-06 - accuracy: 1.0000For batch 252, loss is  0.0000.
253/937 [=======>......................] - ETA: 5:37 - loss: 3.4460e-06 - accuracy: 1.0000For batch 253, loss is  0.0000.
254/937 [=======>......................] - ETA: 5:36 - loss: 3.4468e-06 - accuracy: 1.0000For batch 254, loss is  0.0000.
255/937 [=======>......................] - ETA: 5:36 - loss: 3.4480e-06 - accuracy: 1.0000For batch 255, loss is  0.0000.
256/937 [=======>......................] - ETA: 5:35 - loss: 3.4560e-06 - accuracy: 1.0000For batch 256, loss is  0.0000.
257/937 [=======>......................] - ETA: 5:35 - loss: 3.4507e-06 - accuracy: 1.0000For batch 257, loss is  0.0000.
258/937 [=======>......................] - ETA: 5:34 - loss: 3.4512e-06 - accuracy: 1.0000For batch 258, loss is  0.0000.
259/937 [=======>......................] - ETA: 5:34 - loss: 3.4427e-06 - accuracy: 1.0000For batch 259, loss is  0.0000.
260/937 [=======>......................] - ETA: 5:33 - loss: 3.4401e-06 - accuracy: 1.0000For batch 260, loss is  0.0000.
261/937 [=======>......................] - ETA: 5:33 - loss: 3.4392e-06 - accuracy: 1.0000For batch 261, loss is  0.0000.
262/937 [=======>......................] - ETA: 5:32 - loss: 3.4384e-06 - accuracy: 1.0000For batch 262, loss is  0.0000.
263/937 [=======>......................] - ETA: 5:32 - loss: 3.4384e-06 - accuracy: 1.0000For batch 263, loss is  0.0000.
264/937 [=======>......................] - ETA: 5:31 - loss: 3.4458e-06 - accuracy: 1.0000For batch 264, loss is  0.0000.
265/937 [=======>......................] - ETA: 5:31 - loss: 3.4483e-06 - accuracy: 1.0000For batch 265, loss is  0.0000.
266/937 [=======>......................] - ETA: 5:30 - loss: 3.4388e-06 - accuracy: 1.0000For batch 266, loss is  0.0000.
267/937 [=======>......................] - ETA: 5:30 - loss: 3.4353e-06 - accuracy: 1.0000For batch 267, loss is  0.0000.
268/937 [=======>......................] - ETA: 5:29 - loss: 3.4336e-06 - accuracy: 1.0000For batch 268, loss is  0.0000.
269/937 [=======>......................] - ETA: 5:29 - loss: 3.4319e-06 - accuracy: 1.0000For batch 269, loss is  0.0000.
270/937 [=======>......................] - ETA: 5:28 - loss: 3.4601e-06 - accuracy: 1.0000For batch 270, loss is  0.0000.
271/937 [=======>......................] - ETA: 5:28 - loss: 3.4535e-06 - accuracy: 1.0000For batch 271, loss is  0.0000.
272/937 [=======>......................] - ETA: 5:27 - loss: 3.4572e-06 - accuracy: 1.0000For batch 272, loss is  0.0000.
273/937 [=======>......................] - ETA: 5:27 - loss: 3.4703e-06 - accuracy: 1.0000For batch 273, loss is  0.0000.
274/937 [=======>......................] - ETA: 5:26 - loss: 3.4675e-06 - accuracy: 1.0000For batch 274, loss is  0.0000.
275/937 [=======>......................] - ETA: 5:26 - loss: 3.5038e-06 - accuracy: 1.0000For batch 275, loss is  0.0000.
276/937 [=======>......................] - ETA: 5:25 - loss: 3.4959e-06 - accuracy: 1.0000For batch 276, loss is  0.0000.
277/937 [=======>......................] - ETA: 5:25 - loss: 3.4920e-06 - accuracy: 1.0000For batch 277, loss is  0.0000.
278/937 [=======>......................] - ETA: 5:24 - loss: 3.4859e-06 - accuracy: 1.0000For batch 278, loss is  0.0000.
279/937 [=======>......................] - ETA: 5:24 - loss: 3.4864e-06 - accuracy: 1.0000For batch 279, loss is  0.0000.
280/937 [=======>......................] - ETA: 5:23 - loss: 3.4876e-06 - accuracy: 1.0000For batch 280, loss is  0.0000.
281/937 [=======>......................] - ETA: 5:23 - loss: 3.4806e-06 - accuracy: 1.0000For batch 281, loss is  0.0000.
282/937 [========>.....................] - ETA: 5:22 - loss: 3.4743e-06 - accuracy: 1.0000For batch 282, loss is  0.0000.
283/937 [========>.....................] - ETA: 5:22 - loss: 3.4716e-06 - accuracy: 1.0000For batch 283, loss is  0.0000.
284/937 [========>.....................] - ETA: 5:21 - loss: 3.4872e-06 - accuracy: 1.0000For batch 284, loss is  0.0000.
285/937 [========>.....................] - ETA: 5:21 - loss: 3.4843e-06 - accuracy: 1.0000For batch 285, loss is  0.0000.
286/937 [========>.....................] - ETA: 5:20 - loss: 3.4782e-06 - accuracy: 1.0000For batch 286, loss is  0.0000.
287/937 [========>.....................] - ETA: 5:20 - loss: 3.4703e-06 - accuracy: 1.0000For batch 287, loss is  0.0000.
288/937 [========>.....................] - ETA: 5:20 - loss: 3.4731e-06 - accuracy: 1.0000For batch 288, loss is  0.0000.
289/937 [========>.....................] - ETA: 5:19 - loss: 3.4906e-06 - accuracy: 1.0000For batch 289, loss is  0.0000.
290/937 [========>.....................] - ETA: 5:19 - loss: 3.4876e-06 - accuracy: 1.0000For batch 290, loss is  0.0000.
291/937 [========>.....................] - ETA: 5:18 - loss: 3.4798e-06 - accuracy: 1.0000For batch 291, loss is  0.0000.
292/937 [========>.....................] - ETA: 5:18 - loss: 3.4974e-06 - accuracy: 1.0000For batch 292, loss is  0.0000.
293/937 [========>.....................] - ETA: 5:17 - loss: 3.4908e-06 - accuracy: 1.0000For batch 293, loss is  0.0000.
294/937 [========>.....................] - ETA: 5:17 - loss: 3.4923e-06 - accuracy: 1.0000For batch 294, loss is  0.0000.
295/937 [========>.....................] - ETA: 5:16 - loss: 3.4987e-06 - accuracy: 1.0000For batch 295, loss is  0.0000.
296/937 [========>.....................] - ETA: 5:16 - loss: 3.4971e-06 - accuracy: 1.0000For batch 296, loss is  0.0000.
297/937 [========>.....................] - ETA: 5:15 - loss: 3.4964e-06 - accuracy: 1.0000For batch 297, loss is  0.0000.
298/937 [========>.....................] - ETA: 5:15 - loss: 3.4915e-06 - accuracy: 1.0000For batch 298, loss is  0.0000.
299/937 [========>.....................] - ETA: 5:14 - loss: 3.4833e-06 - accuracy: 1.0000For batch 299, loss is  0.0000.
300/937 [========>.....................] - ETA: 5:14 - loss: 3.4797e-06 - accuracy: 1.0000For batch 300, loss is  0.0000.
301/937 [========>.....................] - ETA: 5:13 - loss: 3.4851e-06 - accuracy: 1.0000For batch 301, loss is  0.0000.
302/937 [========>.....................] - ETA: 5:13 - loss: 3.4781e-06 - accuracy: 1.0000For batch 302, loss is  0.0000.
303/937 [========>.....................] - ETA: 5:12 - loss: 3.4742e-06 - accuracy: 1.0000For batch 303, loss is  0.0000.
304/937 [========>.....................] - ETA: 5:12 - loss: 3.4835e-06 - accuracy: 1.0000For batch 304, loss is  0.0000.
305/937 [========>.....................] - ETA: 5:11 - loss: 3.4809e-06 - accuracy: 1.0000For batch 305, loss is  0.0000.
306/937 [========>.....................] - ETA: 5:11 - loss: 3.4784e-06 - accuracy: 1.0000For batch 306, loss is  0.0000.
307/937 [========>.....................] - ETA: 5:10 - loss: 3.4833e-06 - accuracy: 1.0000For batch 307, loss is  0.0000.
308/937 [========>.....................] - ETA: 5:10 - loss: 3.4852e-06 - accuracy: 1.0000For batch 308, loss is  0.0000.
309/937 [========>.....................] - ETA: 5:09 - loss: 3.4797e-06 - accuracy: 1.0000For batch 309, loss is  0.0000.
310/937 [========>.....................] - ETA: 5:09 - loss: 3.4820e-06 - accuracy: 1.0000For batch 310, loss is  0.0000.
311/937 [========>.....................] - ETA: 5:08 - loss: 3.4796e-06 - accuracy: 1.0000For batch 311, loss is  0.0000.
312/937 [========>.....................] - ETA: 5:08 - loss: 3.4739e-06 - accuracy: 1.0000For batch 312, loss is  0.0000.
313/937 [=========>....................] - ETA: 5:07 - loss: 3.4729e-06 - accuracy: 1.0000For batch 313, loss is  0.0000.
314/937 [=========>....................] - ETA: 5:07 - loss: 3.4672e-06 - accuracy: 1.0000For batch 314, loss is  0.0000.
315/937 [=========>....................] - ETA: 5:06 - loss: 3.4626e-06 - accuracy: 1.0000For batch 315, loss is  0.0000.
316/937 [=========>....................] - ETA: 5:06 - loss: 3.4626e-06 - accuracy: 1.0000For batch 316, loss is  0.0000.
317/937 [=========>....................] - ETA: 5:05 - loss: 3.4567e-06 - accuracy: 1.0000For batch 317, loss is  0.0000.
318/937 [=========>....................] - ETA: 5:05 - loss: 3.4561e-06 - accuracy: 1.0000For batch 318, loss is  0.0000.
319/937 [=========>....................] - ETA: 5:04 - loss: 3.4570e-06 - accuracy: 1.0000For batch 319, loss is  0.0000.
320/937 [=========>....................] - ETA: 5:04 - loss: 3.4519e-06 - accuracy: 1.0000For batch 320, loss is  0.0000.
321/937 [=========>....................] - ETA: 5:03 - loss: 3.4587e-06 - accuracy: 1.0000For batch 321, loss is  0.0000.
322/937 [=========>....................] - ETA: 5:03 - loss: 3.4547e-06 - accuracy: 1.0000For batch 322, loss is  0.0000.
323/937 [=========>....................] - ETA: 5:02 - loss: 3.4472e-06 - accuracy: 1.0000For batch 323, loss is  0.0000.
324/937 [=========>....................] - ETA: 5:02 - loss: 3.5222e-06 - accuracy: 1.0000For batch 324, loss is  0.0000.
325/937 [=========>....................] - ETA: 5:01 - loss: 3.5154e-06 - accuracy: 1.0000For batch 325, loss is  0.0000.
326/937 [=========>....................] - ETA: 5:01 - loss: 3.5214e-06 - accuracy: 1.0000For batch 326, loss is  0.0000.
327/937 [=========>....................] - ETA: 5:00 - loss: 3.5250e-06 - accuracy: 1.0000For batch 327, loss is  0.0000.
328/937 [=========>....................] - ETA: 5:00 - loss: 3.5217e-06 - accuracy: 1.0000For batch 328, loss is  0.0000.
329/937 [=========>....................] - ETA: 4:59 - loss: 3.5187e-06 - accuracy: 1.0000For batch 329, loss is  0.0000.
330/937 [=========>....................] - ETA: 4:59 - loss: 3.5164e-06 - accuracy: 1.0000For batch 330, loss is  0.0000.
331/937 [=========>....................] - ETA: 4:58 - loss: 3.5251e-06 - accuracy: 1.0000For batch 331, loss is  0.0000.
332/937 [=========>....................] - ETA: 4:58 - loss: 3.5256e-06 - accuracy: 1.0000For batch 332, loss is  0.0000.
333/937 [=========>....................] - ETA: 4:57 - loss: 3.5177e-06 - accuracy: 1.0000For batch 333, loss is  0.0000.
334/937 [=========>....................] - ETA: 4:57 - loss: 3.5099e-06 - accuracy: 1.0000For batch 334, loss is  0.0000.
335/937 [=========>....................] - ETA: 4:56 - loss: 3.5074e-06 - accuracy: 1.0000For batch 335, loss is  0.0000.
336/937 [=========>....................] - ETA: 4:56 - loss: 3.5024e-06 - accuracy: 1.0000For batch 336, loss is  0.0000.
337/937 [=========>....................] - ETA: 4:55 - loss: 3.4989e-06 - accuracy: 1.0000For batch 337, loss is  0.0000.
338/937 [=========>....................] - ETA: 4:55 - loss: 3.4973e-06 - accuracy: 1.0000For batch 338, loss is  0.0000.
339/937 [=========>....................] - ETA: 4:54 - loss: 3.5101e-06 - accuracy: 1.0000For batch 339, loss is  0.0000.
340/937 [=========>....................] - ETA: 4:54 - loss: 3.5050e-06 - accuracy: 1.0000For batch 340, loss is  0.0000.
341/937 [=========>....................] - ETA: 4:53 - loss: 3.4984e-06 - accuracy: 1.0000For batch 341, loss is  0.0000.
342/937 [=========>....................] - ETA: 4:53 - loss: 3.4964e-06 - accuracy: 1.0000For batch 342, loss is  0.0000.
343/937 [=========>....................] - ETA: 4:52 - loss: 3.4927e-06 - accuracy: 1.0000For batch 343, loss is  0.0000.
344/937 [==========>...................] - ETA: 4:52 - loss: 3.4866e-06 - accuracy: 1.0000For batch 344, loss is  0.0000.
345/937 [==========>...................] - ETA: 4:52 - loss: 3.4875e-06 - accuracy: 1.0000For batch 345, loss is  0.0000.
346/937 [==========>...................] - ETA: 4:51 - loss: 3.4822e-06 - accuracy: 1.0000For batch 346, loss is  0.0000.
347/937 [==========>...................] - ETA: 4:51 - loss: 3.4744e-06 - accuracy: 1.0000For batch 347, loss is  0.0000.
348/937 [==========>...................] - ETA: 4:50 - loss: 3.4689e-06 - accuracy: 1.0000For batch 348, loss is  0.0000.
349/937 [==========>...................] - ETA: 4:50 - loss: 3.4906e-06 - accuracy: 1.0000For batch 349, loss is  0.0000.
350/937 [==========>...................] - ETA: 4:49 - loss: 3.4898e-06 - accuracy: 1.0000For batch 350, loss is  0.0000.
351/937 [==========>...................] - ETA: 4:49 - loss: 3.4841e-06 - accuracy: 1.0000For batch 351, loss is  0.0000.
352/937 [==========>...................] - ETA: 4:48 - loss: 3.4794e-06 - accuracy: 1.0000For batch 352, loss is  0.0000.
353/937 [==========>...................] - ETA: 4:48 - loss: 3.4872e-06 - accuracy: 1.0000For batch 353, loss is  0.0000.
354/937 [==========>...................] - ETA: 4:47 - loss: 3.4888e-06 - accuracy: 1.0000For batch 354, loss is  0.0000.
355/937 [==========>...................] - ETA: 4:47 - loss: 3.4858e-06 - accuracy: 1.0000For batch 355, loss is  0.0000.
356/937 [==========>...................] - ETA: 4:46 - loss: 3.4825e-06 - accuracy: 1.0000For batch 356, loss is  0.0000.
357/937 [==========>...................] - ETA: 4:46 - loss: 3.4766e-06 - accuracy: 1.0000For batch 357, loss is  0.0000.
358/937 [==========>...................] - ETA: 4:45 - loss: 3.4729e-06 - accuracy: 1.0000For batch 358, loss is  0.0000.
359/937 [==========>...................] - ETA: 4:45 - loss: 3.4731e-06 - accuracy: 1.0000For batch 359, loss is  0.0000.
360/937 [==========>...................] - ETA: 4:44 - loss: 3.4682e-06 - accuracy: 1.0000For batch 360, loss is  0.0000.
361/937 [==========>...................] - ETA: 4:44 - loss: 3.4670e-06 - accuracy: 1.0000For batch 361, loss is  0.0000.
362/937 [==========>...................] - ETA: 4:43 - loss: 3.4621e-06 - accuracy: 1.0000For batch 362, loss is  0.0000.
363/937 [==========>...................] - ETA: 4:43 - loss: 3.4657e-06 - accuracy: 1.0000For batch 363, loss is  0.0000.
364/937 [==========>...................] - ETA: 4:42 - loss: 3.4730e-06 - accuracy: 1.0000For batch 364, loss is  0.0000.
365/937 [==========>...................] - ETA: 4:42 - loss: 3.4798e-06 - accuracy: 1.0000For batch 365, loss is  0.0000.
366/937 [==========>...................] - ETA: 4:41 - loss: 3.4816e-06 - accuracy: 1.0000For batch 366, loss is  0.0000.
367/937 [==========>...................] - ETA: 4:41 - loss: 3.4792e-06 - accuracy: 1.0000For batch 367, loss is  0.0000.
368/937 [==========>...................] - ETA: 4:40 - loss: 3.4741e-06 - accuracy: 1.0000For batch 368, loss is  0.0000.
369/937 [==========>...................] - ETA: 4:40 - loss: 3.4686e-06 - accuracy: 1.0000For batch 369, loss is  0.0000.
370/937 [==========>...................] - ETA: 4:39 - loss: 3.4667e-06 - accuracy: 1.0000For batch 370, loss is  0.0000.
371/937 [==========>...................] - ETA: 4:39 - loss: 3.4672e-06 - accuracy: 1.0000For batch 371, loss is  0.0000.
372/937 [==========>...................] - ETA: 4:38 - loss: 3.4617e-06 - accuracy: 1.0000For batch 372, loss is  0.0000.
373/937 [==========>...................] - ETA: 4:38 - loss: 3.4566e-06 - accuracy: 1.0000For batch 373, loss is  0.0000.
374/937 [==========>...................] - ETA: 4:37 - loss: 3.4533e-06 - accuracy: 1.0000For batch 374, loss is  0.0000.
375/937 [===========>..................] - ETA: 4:37 - loss: 3.4534e-06 - accuracy: 1.0000For batch 375, loss is  0.0000.
376/937 [===========>..................] - ETA: 4:36 - loss: 3.4518e-06 - accuracy: 1.0000For batch 376, loss is  0.0000.
377/937 [===========>..................] - ETA: 4:36 - loss: 3.4499e-06 - accuracy: 1.0000For batch 377, loss is  0.0000.
378/937 [===========>..................] - ETA: 4:35 - loss: 3.4459e-06 - accuracy: 1.0000For batch 378, loss is  0.0000.
379/937 [===========>..................] - ETA: 4:35 - loss: 3.4525e-06 - accuracy: 1.0000For batch 379, loss is  0.0000.
380/937 [===========>..................] - ETA: 4:34 - loss: 3.4503e-06 - accuracy: 1.0000For batch 380, loss is  0.0000.
381/937 [===========>..................] - ETA: 4:34 - loss: 3.4525e-06 - accuracy: 1.0000For batch 381, loss is  0.0000.
382/937 [===========>..................] - ETA: 4:33 - loss: 3.4486e-06 - accuracy: 1.0000For batch 382, loss is  0.0000.
383/937 [===========>..................] - ETA: 4:33 - loss: 3.4518e-06 - accuracy: 1.0000For batch 383, loss is  0.0000.
384/937 [===========>..................] - ETA: 4:32 - loss: 3.4472e-06 - accuracy: 1.0000For batch 384, loss is  0.0000.
385/937 [===========>..................] - ETA: 4:32 - loss: 3.4429e-06 - accuracy: 1.0000For batch 385, loss is  0.0000.
386/937 [===========>..................] - ETA: 4:31 - loss: 3.4382e-06 - accuracy: 1.0000For batch 386, loss is  0.0000.
387/937 [===========>..................] - ETA: 4:31 - loss: 3.4417e-06 - accuracy: 1.0000For batch 387, loss is  0.0000.
388/937 [===========>..................] - ETA: 4:30 - loss: 3.4377e-06 - accuracy: 1.0000For batch 388, loss is  0.0000.
389/937 [===========>..................] - ETA: 4:30 - loss: 3.4345e-06 - accuracy: 1.0000For batch 389, loss is  0.0000.
390/937 [===========>..................] - ETA: 4:29 - loss: 3.4387e-06 - accuracy: 1.0000For batch 390, loss is  0.0000.
391/937 [===========>..................] - ETA: 4:29 - loss: 3.4345e-06 - accuracy: 1.0000For batch 391, loss is  0.0000.
392/937 [===========>..................] - ETA: 4:28 - loss: 3.4316e-06 - accuracy: 1.0000For batch 392, loss is  0.0000.
393/937 [===========>..................] - ETA: 4:28 - loss: 3.4295e-06 - accuracy: 1.0000For batch 393, loss is  0.0000.
394/937 [===========>..................] - ETA: 4:27 - loss: 3.4244e-06 - accuracy: 1.0000For batch 394, loss is  0.0000.
395/937 [===========>..................] - ETA: 4:27 - loss: 3.4233e-06 - accuracy: 1.0000For batch 395, loss is  0.0000.
396/937 [===========>..................] - ETA: 4:26 - loss: 3.4179e-06 - accuracy: 1.0000For batch 396, loss is  0.0000.
397/937 [===========>..................] - ETA: 4:26 - loss: 3.4187e-06 - accuracy: 1.0000For batch 397, loss is  0.0000.
398/937 [===========>..................] - ETA: 4:25 - loss: 3.4181e-06 - accuracy: 1.0000For batch 398, loss is  0.0000.
399/937 [===========>..................] - ETA: 4:25 - loss: 3.4162e-06 - accuracy: 1.0000For batch 399, loss is  0.0000.
400/937 [===========>..................] - ETA: 4:24 - loss: 3.4139e-06 - accuracy: 1.0000For batch 400, loss is  0.0000.
401/937 [===========>..................] - ETA: 4:24 - loss: 3.4095e-06 - accuracy: 1.0000For batch 401, loss is  0.0000.
402/937 [===========>..................] - ETA: 4:23 - loss: 3.4139e-06 - accuracy: 1.0000For batch 402, loss is  0.0000.
403/937 [===========>..................] - ETA: 4:23 - loss: 3.4249e-06 - accuracy: 1.0000For batch 403, loss is  0.0000.
404/937 [===========>..................] - ETA: 4:22 - loss: 3.4219e-06 - accuracy: 1.0000For batch 404, loss is  0.0000.
405/937 [===========>..................] - ETA: 4:22 - loss: 3.4183e-06 - accuracy: 1.0000For batch 405, loss is  0.0000.
406/937 [===========>..................] - ETA: 4:21 - loss: 3.4250e-06 - accuracy: 1.0000For batch 406, loss is  0.0000.
407/937 [============>.................] - ETA: 4:21 - loss: 3.4247e-06 - accuracy: 1.0000For batch 407, loss is  0.0000.
408/937 [============>.................] - ETA: 4:21 - loss: 3.4258e-06 - accuracy: 1.0000For batch 408, loss is  0.0000.
409/937 [============>.................] - ETA: 4:20 - loss: 3.4223e-06 - accuracy: 1.0000For batch 409, loss is  0.0000.
410/937 [============>.................] - ETA: 4:20 - loss: 3.4190e-06 - accuracy: 1.0000For batch 410, loss is  0.0000.
411/937 [============>.................] - ETA: 4:19 - loss: 3.4145e-06 - accuracy: 1.0000For batch 411, loss is  0.0000.
412/937 [============>.................] - ETA: 4:19 - loss: 3.4099e-06 - accuracy: 1.0000For batch 412, loss is  0.0000.
413/937 [============>.................] - ETA: 4:18 - loss: 3.4199e-06 - accuracy: 1.0000For batch 413, loss is  0.0000.
414/937 [============>.................] - ETA: 4:18 - loss: 3.4223e-06 - accuracy: 1.0000For batch 414, loss is  0.0000.
415/937 [============>.................] - ETA: 4:17 - loss: 3.4164e-06 - accuracy: 1.0000For batch 415, loss is  0.0000.
416/937 [============>.................] - ETA: 4:17 - loss: 3.4134e-06 - accuracy: 1.0000For batch 416, loss is  0.0000.
417/937 [============>.................] - ETA: 4:16 - loss: 3.4171e-06 - accuracy: 1.0000For batch 417, loss is  0.0000.
418/937 [============>.................] - ETA: 4:16 - loss: 3.4206e-06 - accuracy: 1.0000For batch 418, loss is  0.0000.
419/937 [============>.................] - ETA: 4:15 - loss: 3.4272e-06 - accuracy: 1.0000For batch 419, loss is  0.0000.
420/937 [============>.................] - ETA: 4:15 - loss: 3.4237e-06 - accuracy: 1.0000For batch 420, loss is  0.0000.
421/937 [============>.................] - ETA: 4:14 - loss: 3.4193e-06 - accuracy: 1.0000For batch 421, loss is  0.0000.
422/937 [============>.................] - ETA: 4:14 - loss: 3.4152e-06 - accuracy: 1.0000For batch 422, loss is  0.0000.
423/937 [============>.................] - ETA: 4:13 - loss: 3.4100e-06 - accuracy: 1.0000For batch 423, loss is  0.0000.
424/937 [============>.................] - ETA: 4:13 - loss: 3.4100e-06 - accuracy: 1.0000For batch 424, loss is  0.0000.
425/937 [============>.................] - ETA: 4:12 - loss: 3.4053e-06 - accuracy: 1.0000For batch 425, loss is  0.0000.
426/937 [============>.................] - ETA: 4:12 - loss: 3.4007e-06 - accuracy: 1.0000For batch 426, loss is  0.0000.
427/937 [============>.................] - ETA: 4:11 - loss: 3.3986e-06 - accuracy: 1.0000For batch 427, loss is  0.0000.
428/937 [============>.................] - ETA: 4:11 - loss: 3.3961e-06 - accuracy: 1.0000For batch 428, loss is  0.0000.
429/937 [============>.................] - ETA: 4:10 - loss: 3.3957e-06 - accuracy: 1.0000For batch 429, loss is  0.0000.
430/937 [============>.................] - ETA: 4:10 - loss: 3.3996e-06 - accuracy: 1.0000For batch 430, loss is  0.0000.
431/937 [============>.................] - ETA: 4:09 - loss: 3.3947e-06 - accuracy: 1.0000For batch 431, loss is  0.0000.
432/937 [============>.................] - ETA: 4:09 - loss: 3.3949e-06 - accuracy: 1.0000For batch 432, loss is  0.0000.
433/937 [============>.................] - ETA: 4:08 - loss: 3.3909e-06 - accuracy: 1.0000For batch 433, loss is  0.0000.
434/937 [============>.................] - ETA: 4:08 - loss: 3.4055e-06 - accuracy: 1.0000For batch 434, loss is  0.0000.
435/937 [============>.................] - ETA: 4:07 - loss: 3.4026e-06 - accuracy: 1.0000For batch 435, loss is  0.0000.
436/937 [============>.................] - ETA: 4:07 - loss: 3.4033e-06 - accuracy: 1.0000For batch 436, loss is  0.0000.
437/937 [============>.................] - ETA: 4:06 - loss: 3.3984e-06 - accuracy: 1.0000For batch 437, loss is  0.0000.
438/937 [=============>................] - ETA: 4:06 - loss: 3.3937e-06 - accuracy: 1.0000For batch 438, loss is  0.0000.
439/937 [=============>................] - ETA: 4:05 - loss: 3.3914e-06 - accuracy: 1.0000For batch 439, loss is  0.0000.
440/937 [=============>................] - ETA: 4:05 - loss: 3.3898e-06 - accuracy: 1.0000For batch 440, loss is  0.0000.
441/937 [=============>................] - ETA: 4:04 - loss: 3.3881e-06 - accuracy: 1.0000For batch 441, loss is  0.0000.
442/937 [=============>................] - ETA: 4:04 - loss: 3.4050e-06 - accuracy: 1.0000For batch 442, loss is  0.0000.
443/937 [=============>................] - ETA: 4:03 - loss: 3.4019e-06 - accuracy: 1.0000For batch 443, loss is  0.0000.
444/937 [=============>................] - ETA: 4:03 - loss: 3.4029e-06 - accuracy: 1.0000For batch 444, loss is  0.0000.
445/937 [=============>................] - ETA: 4:02 - loss: 3.4074e-06 - accuracy: 1.0000For batch 445, loss is  0.0000.
446/937 [=============>................] - ETA: 4:02 - loss: 3.4023e-06 - accuracy: 1.0000For batch 446, loss is  0.0000.
447/937 [=============>................] - ETA: 4:01 - loss: 3.4004e-06 - accuracy: 1.0000For batch 447, loss is  0.0000.
448/937 [=============>................] - ETA: 4:01 - loss: 3.4052e-06 - accuracy: 1.0000For batch 448, loss is  0.0000.
449/937 [=============>................] - ETA: 4:00 - loss: 3.4023e-06 - accuracy: 1.0000For batch 449, loss is  0.0000.
450/937 [=============>................] - ETA: 4:00 - loss: 3.4012e-06 - accuracy: 1.0000For batch 450, loss is  0.0000.
451/937 [=============>................] - ETA: 3:59 - loss: 3.4037e-06 - accuracy: 1.0000For batch 451, loss is  0.0000.
452/937 [=============>................] - ETA: 3:59 - loss: 3.4002e-06 - accuracy: 1.0000For batch 452, loss is  0.0000.
453/937 [=============>................] - ETA: 3:58 - loss: 3.4107e-06 - accuracy: 1.0000For batch 453, loss is  0.0000.
454/937 [=============>................] - ETA: 3:58 - loss: 3.4077e-06 - accuracy: 1.0000For batch 454, loss is  0.0000.
455/937 [=============>................] - ETA: 3:57 - loss: 3.4032e-06 - accuracy: 1.0000For batch 455, loss is  0.0000.
456/937 [=============>................] - ETA: 3:57 - loss: 3.3987e-06 - accuracy: 1.0000For batch 456, loss is  0.0000.
457/937 [=============>................] - ETA: 3:56 - loss: 3.3954e-06 - accuracy: 1.0000For batch 457, loss is  0.0000.
458/937 [=============>................] - ETA: 3:56 - loss: 3.3959e-06 - accuracy: 1.0000For batch 458, loss is  0.0000.
459/937 [=============>................] - ETA: 3:55 - loss: 3.3928e-06 - accuracy: 1.0000For batch 459, loss is  0.0000.
460/937 [=============>................] - ETA: 3:55 - loss: 3.3911e-06 - accuracy: 1.0000For batch 460, loss is  0.0000.
461/937 [=============>................] - ETA: 3:54 - loss: 3.3982e-06 - accuracy: 1.0000For batch 461, loss is  0.0000.
462/937 [=============>................] - ETA: 3:54 - loss: 3.3972e-06 - accuracy: 1.0000For batch 462, loss is  0.0000.
463/937 [=============>................] - ETA: 3:53 - loss: 3.3974e-06 - accuracy: 1.0000For batch 463, loss is  0.0000.
464/937 [=============>................] - ETA: 3:53 - loss: 3.4023e-06 - accuracy: 1.0000For batch 464, loss is  0.0000.
465/937 [=============>................] - ETA: 3:52 - loss: 3.3984e-06 - accuracy: 1.0000For batch 465, loss is  0.0000.
466/937 [=============>................] - ETA: 3:52 - loss: 3.3997e-06 - accuracy: 1.0000For batch 466, loss is  0.0000.
467/937 [=============>................] - ETA: 3:51 - loss: 3.3957e-06 - accuracy: 1.0000For batch 467, loss is  0.0000.
468/937 [=============>................] - ETA: 3:51 - loss: 3.3926e-06 - accuracy: 1.0000For batch 468, loss is  0.0000.
